Feature,Correlation,Abs_Correlation,Category,Text_Type,Non_Null_Count,Non_Zero_Count,Mean,Std,Data_Quality
Story_Dep_Avg_Depth,0.536206376121256,0.536206376121256,Syntactic,Story,2860,2860,2.6519314434809433,0.7808233604221686,Good
Story_Automated_Readability_Index.1,0.5251975255706777,0.5251975255706777,Other,Story,2860,2860,12.000986318016645,6.910821150412728,Good
Story_Automated_Readability,0.5251975255706777,0.5251975255706777,Other,Story,2860,2860,12.000986318016645,6.910821150412728,Good
Story_Automated_Readability_Index,0.5251975255706777,0.5251975255706777,Other,Story,2860,2860,12.000986318016645,6.910821150412728,Good
Story_Gunning_Fog.1,0.5222178010808822,0.5222178010808822,Readability,Story,2860,2860,12.24934899145583,5.5215920973128165,Good
Story_Gunning_Fog,0.5222178010808822,0.5222178010808822,Readability,Story,2860,2860,12.24934899145583,5.5215920973128165,Good
Story_Avg_Dependency_Depth_Enhanced,0.5179778696947616,0.5179778696947616,Other,Story,2860,2860,5.4218371556570855,1.8927469952652958,Good
Story_Flesch_Kincaid_Grade,0.517614354015861,0.517614354015861,Readability,Story,2860,2860,10.242535957281548,5.573212343016911,Good
Story_Flesch_Kincaid_Grade.2,0.517614354015861,0.517614354015861,Readability,Story,2860,2860,10.242535957281548,5.573212343016911,Good
Story_Flesch_Kincaid_Grade.1,0.517614354015861,0.517614354015861,Readability,Story,2860,2860,10.242535957281548,5.573212343016911,Good
Story_Sentence_Count,-0.514571412504918,0.514571412504918,Surface,Story,2860,2860,3.697902097902098,2.3781231127099187,Good
Story_Avg_Clauses_Per_Sentence,0.4731392758844601,0.4731392758844601,Syntactic,Story,2860,2808,2.252136247590793,1.9139209907771892,Good
Story_Clause_Ratio,0.47310245585152605,0.47310245585152605,Syntactic,Story,2860,2813,2.315741144054081,1.8898191444261871,Good
Story_Dep_Depth_Variance,0.46320125205839235,0.46320125205839235,Syntactic,Story,2860,2860,2.4803656765020174,1.321906603994152,Good
Story_Semantic_Coherence_Avg,-0.44250167864584233,0.44250167864584233,Embedding,Story,2860,2133,0.3323812134511821,0.23147664234025195,Good
Story_TextBlob_Subjectivity,-0.43739632674872025,0.43739632674872025,Other,Story,2860,2224,0.38025928130547504,0.2489247569007853,Good
Story_Text_Standard,0.42519273476631564,0.42519273476631564,Other,Story,2860,2860,10.768881118881119,5.514590980567754,Good
Question_Attention_Max,-0.42282247475522844,0.42282247475522844,Embedding,Question,2860,2860,0.6056924634567508,0.04000524295876206,Good
Story_Predicate_Count,-0.42280437550723365,0.42280437550723365,Other,Story,2860,2860,13.522027972027972,7.496568230551485,Good
Story_Avg_Arc_Length,-0.42229453196539746,0.42229453196539746,Syntactic,Story,2860,2860,2.9922481288827294,0.44205614440685226,Good
Story_Arc_Avg_Length,-0.42229453196539746,0.42229453196539746,Syntactic,Story,2860,2860,2.9922481288827294,0.44205614440685226,Good
Story_Question_yes_no_questions_Count,-0.41983105317579317,0.41983105317579317,Other,Story,2860,474,0.16573426573426572,0.3719069516790801,Fair
Story_Attention_Entropy,-0.41865341673031914,0.41865341673031914,Embedding,Story,2860,2860,3.1915611613046875,0.3074725489900711,Good
Story_PCA_Cumulative_Variance,-0.41530494042947547,0.41530494042947547,Embedding,Story,2860,1862,0.47413723950202646,0.3774492505941205,Good
Story_Entity_Switches,-0.4124787125012201,0.4124787125012201,Other,Story,2860,1520,0.2740111665723554,0.3066794239049817,Good
Question_Temporal_Semantic_Complexity,0.41167724141070383,0.41167724141070383,Other,Question,2860,1076,0.38076923076923075,0.4949349283624608,Good
Story_PCA_First_Component,-0.39331554082869297,0.39331554082869297,Embedding,Story,2860,1862,0.2985630545739111,0.24926345416906978,Good
Question_Discourse_temporal_Count,0.38223515728965374,0.38223515728965374,Network,Question,2860,996,0.3493006993006993,0.47902803298226887,Fair
Story_Sentiment_Compound,-0.37724269407765154,0.37724269407765154,Other,Story,2860,2392,0.33381185314685313,0.5371885671596296,Good
Story_Verb_Argument_Complexity,0.36841015085627393,0.36841015085627393,Other,Story,2860,2860,1.187977223052742,0.3419671628647655,Good
Question_Temporal_Progression,0.36621095058334413,0.36621095058334413,Other,Question,2860,813,0.28776223776223775,0.4604587635556299,Fair
Story_MS_Arg_Complexity,-0.36512510582313773,0.36512510582313773,Other,Story,2860,1409,0.8874755244755245,0.9856071918627248,Good
Story_MS_Embedding_Max_Depth,-0.3649198037281204,0.3649198037281204,Embedding,Story,2860,996,0.515034965034965,0.8057925773334773,Fair
Story_Dale_Chall_Readability,0.3638023987484215,0.3638023987484215,Readability,Story,2860,2860,10.56642971894171,1.4757900460926674,Good
Story_Dale_Chall,0.3638023987484215,0.3638023987484215,Readability,Story,2860,2860,10.56642971894171,1.4757900460926674,Good
Story_Content_Word_Count,-0.36299777822659585,0.36299777822659585,Surface,Story,2860,2860,30.53181818181818,15.147128556714149,Good
Story_MS_Embedding_Avg_Depth,-0.3596583056234898,0.3596583056234898,Embedding,Story,2860,996,0.3413111888111888,0.5759889477590034,Fair
Story_Complexity_Peaks,-0.35449088066030826,0.35449088066030826,Other,Story,2860,1389,0.6300699300699301,0.7593682104575554,Good
Question_Dep_Total_Depth,0.3500048034311396,0.3500048034311396,Syntactic,Question,2860,2860,21.482167832167832,15.228837294105531,Good
Question_Parse_Total_Depth,0.3500048034311396,0.3500048034311396,Other,Question,2860,2860,21.482167832167832,15.228837294105531,Good
Story_MS_Clause_Count,-0.3490735555267962,0.3490735555267962,Syntactic,Story,2860,1505,1.1947552447552447,1.5591992331236544,Good
Story_Flesch_Reading_Ease.2,-0.3482413029735549,0.3482413029735549,Readability,Story,2860,2860,64.12646259671902,17.20441732889692,Good
Story_Flesch_Reading_Ease.1,-0.3482413029735548,0.3482413029735548,Readability,Story,2860,2860,64.12646259671902,17.20441732889692,Good
Story_Flesch_Reading_Ease,-0.3482413029735548,0.3482413029735548,Readability,Story,2860,2860,64.12646259671902,17.20441732889692,Good
Story_Attention_Variance,0.3482369164706778,0.3482369164706778,Embedding,Story,2860,2860,0.0013784994013237408,0.0009008791100109304,Good
Story_Max_Dependency_Depth_Enhanced,0.3468979480049011,0.3468979480049011,Other,Story,2860,2860,6.5227272727272725,1.7158727260661313,Good
Story_Parse_Max_Depth,0.3468979480049011,0.3468979480049011,Other,Story,2860,2860,6.5227272727272725,1.7158727260661313,Good
Story_Dep_Max_Depth,0.3468979480049011,0.3468979480049011,Syntactic,Story,2860,2860,6.5227272727272725,1.7158727260661313,Good
Story_Politeness_Markers,-0.34603220950249935,0.34603220950249935,Other,Story,2860,195,0.07237762237762238,0.2748765707091278,Fair
Story_Sentiment_Positive,-0.3423104742866497,0.3423104742866497,Other,Story,2860,1957,0.0974111888111888,0.09464040379650393,Good
Question_Attention_Entropy,0.3421806836414223,0.3421806836414223,Embedding,Question,2860,2860,1.993151905736723,0.258136799159837,Good
Story_Arc_Length_Variance,-0.3355164968967367,0.3355164968967367,Syntactic,Story,2860,2860,13.495361599383957,8.84252408558963,Good
Story_Unique_Word_Ratio,-0.3340615218694937,0.3340615218694937,Other,Story,2860,2860,0.7116278014402883,0.10538339537854283,Good
Story_Reading_Time,-0.3332869160289098,0.3332869160289098,Other,Story,2860,2860,4.477460636363636,2.1501766305772816,Good
Question_Dep_Label_Diversity,-0.3324251679535187,0.3324251679535187,Syntactic,Question,2860,2860,0.8325921975263899,0.13840583387577987,Good
Story_Punct_Ratio,-0.33156294060021124,0.33156294060021124,Other,Story,2860,2860,0.02677933081581401,0.006380570497291355,Good
Story_Char_Count,-0.32783171135443057,0.32783171135443057,Surface,Story,2860,2860,370.48006993006993,177.34042910269727,Good
Question_Parse_Max_Depth,0.3273929916613155,0.3273929916613155,Other,Question,2860,2860,3.375874125874126,1.34121515886651,Good
Question_Dep_Max_Depth,0.3273929916613155,0.3273929916613155,Syntactic,Question,2860,2860,3.375874125874126,1.34121515886651,Good
Question_Max_Dependency_Depth_Enhanced,0.3273929916613155,0.3273929916613155,Other,Question,2860,2860,3.375874125874126,1.34121515886651,Good
Story_Lexical_Cohesion,-0.3263747759376728,0.3263747759376728,Other,Story,2860,2091,0.07207564047638736,0.06006393488026655,Good
Story_MS_Total_Args,-0.3262610410986914,0.3262610410986914,Other,Story,2860,1409,2.0136363636363637,2.8235052586053158,Good
Story_Syllable_Count,-0.3227394896415013,0.3227394896415013,Other,Story,2860,2860,93.48146853146854,45.02184778344471,Good
Question_Avg_Dependency_Depth_Enhanced,0.3223491938515866,0.3223491938515866,Other,Question,2860,2860,3.367657342657343,1.3352982597647935,Good
Question_Temporal_Complexity,0.32148312354115344,0.32148312354115344,Other,Question,2860,1002,0.02842032556384422,0.04375532275135196,Good
Question_Word_Count_Enhanced,0.32041047052950844,0.32041047052950844,Surface,Question,2860,2860,10.314335664335664,4.475826495563119,Good
Question_Lexicon_Count,0.32041047052950844,0.32041047052950844,Other,Question,2860,2860,10.314335664335664,4.475826495563119,Good
Question_Avg_Sentence_Length,0.3162881472076671,0.3162881472076671,Other,Question,2860,2860,10.131293706293706,4.421179971363464,Good
Question_Unique_Word_Ratio,-0.31276804082905413,0.31276804082905413,Other,Question,2860,2860,0.9637313681278855,0.06574232708992299,Good
Story_Question_wh_questions_Count,-0.31147106339311503,0.31147106339311503,Other,Story,2860,305,0.10664335664335664,0.30871325556269463,Fair
Story_Discourse_Network_Nodes,-0.30430506815345076,0.30430506815345076,Network,Story,2133,2860,5.0262541022034695,2.3124317109004853,Good
Story_Sentiment_Neutral,0.3042780934770942,0.3042780934770942,Other,Story,2860,2860,0.8704104895104895,0.1019301828922143,Good
Question_Cross_Sentence_Attention,-0.3024031579532296,0.3024031579532296,Other,Question,2856,2860,0.024092016552988368,0.009674758767535522,Good
Story_Causal_Depth,-0.3015737142370678,0.3015737142370678,Other,Story,2860,1834,0.024182463642551097,0.02467681547062644,Good
Question_Attention_Variance,-0.300221144242815,0.300221144242815,Embedding,Question,2860,2860,0.011893134043182336,0.004716093509558842,Good
Story_Lexicon_Count,-0.29792636183449345,0.29792636183449345,Other,Story,2860,2860,66.66083916083916,31.38070853455702,Good
Story_Word_Count_Enhanced,-0.297707889850428,0.297707889850428,Surface,Story,2860,2860,66.67902097902098,31.41764909731373,Good
Question_Function_Word_Count,0.2971543233778393,0.2971543233778393,Surface,Question,2860,2668,2.418181818181818,1.4413877520589071,Good
Story_Temporal_Markers,-0.2971033144663422,0.2971033144663422,Other,Story,2860,1620,1.048951048951049,1.1815219009818538,Good
Question_Dep_Depth_Variance,0.2915533601919792,0.2915533601919792,Syntactic,Question,2860,2860,1.0288529088702447,0.8195337587508478,Good
Story_Entity_Type_Diversity,-0.28700473471893495,0.28700473471893495,Other,Story,2860,2825,2.015034965034965,1.0636204145864785,Good
Story_Entity_Type_Diversity.1,-0.28700473471893495,0.28700473471893495,Other,Story,2860,2825,2.015034965034965,1.0636204145864785,Good
Question_Parse_Avg_Depth,0.28633419018521994,0.28633419018521994,Other,Question,2860,2860,1.6492936175007722,0.556222055587434,Good
Question_Dep_Avg_Depth,0.28633419018521994,0.28633419018521994,Syntactic,Question,2860,2860,1.6492936175007722,0.556222055587434,Good
Story_Arc_Max_Length,-0.2848892419193636,0.2848892419193636,Syntactic,Story,2860,2860,19.236363636363638,7.518107282056996,Good
Story_Max_Arc_Length,-0.2848892419193636,0.2848892419193636,Syntactic,Story,2860,2860,19.236363636363638,7.518107282056996,Good
Question_MS_perceptual_verbs_visual_Count,0.2817871445098797,0.2817871445098797,Other,Question,2860,390,0.13776223776223775,0.3487456553373985,Fair
Question_MS_perceptual_verbs_Total,0.2816733856040528,0.2816733856040528,Other,Question,2860,406,0.1437062937062937,0.35678439964530395,Fair
Question_Discourse_conditional_Count,-0.2807507317888458,0.2807507317888458,Network,Question,2860,184,0.06433566433566433,0.2453928314960442,Fair
Story_MS_Complex_Args,-0.2734453674867916,0.2734453674867916,Other,Story,2860,1123,0.6629370629370629,1.0293135085777576,Good
Story_Complex_Dependencies,-0.2706129418895267,0.2706129418895267,Other,Story,2860,2813,5.951048951048951,3.331889168785466,Good
Story_Clause_Count,-0.2706129418895267,0.2706129418895267,Syntactic,Story,2860,2813,5.951048951048951,3.331889168785466,Good
Story_Total_Clauses,-0.2706129418895267,0.2706129418895267,Syntactic,Story,2860,2813,5.951048951048951,3.331889168785466,Good
Question_Complexity_Score,0.2688492284292143,0.2688492284292143,Other,Question,2860,2860,1.4613300699300702,0.44072248484083076,Good
Story_MS_cognitive_verbs_basic_Count,-0.26424068980972043,0.26424068980972043,Other,Story,2860,834,0.37622377622377623,0.6636473821036841,Fair
Question_Arc_Avg_Length,0.2639125010982392,0.2639125010982392,Syntactic,Question,2860,2860,2.366466840730777,0.3943690076549982,Good
Question_Avg_Arc_Length,0.2639125010982392,0.2639125010982392,Syntactic,Question,2860,2860,2.366466840730777,0.3943690076549982,Good
Question_Avg_Word_Length_Enhanced,-0.262895332107795,0.262895332107795,Other,Question,2860,2860,4.559666632582026,0.669493015721154,Good
Question_Char_Count,0.2616099679515748,0.2616099679515748,Surface,Question,2860,2860,56.11888111888112,24.640412044203785,Good
Question_Max_Arc_Length,0.25966287614663625,0.25966287614663625,Syntactic,Question,2860,2860,7.2258741258741255,3.4783136326986157,Good
Question_Arc_Max_Length,0.25966287614663625,0.25966287614663625,Syntactic,Question,2860,2860,7.2258741258741255,3.4783136326986157,Good
Story_Total_Clauses_Enhanced,-0.2585512758125065,0.2585512758125065,Syntactic,Story,2860,2808,5.678321678321678,3.1833367272646687,Good
Question_Entity_Count_Enhanced,0.2575699332227985,0.2575699332227985,Other,Question,2860,2149,1.1465034965034966,0.9134675075562225,Good
Question_Entity_Count,0.2575699332227985,0.2575699332227985,Other,Question,2860,2149,1.1465034965034966,0.9134675075562225,Good
Story_MS_cognitive_verbs_Total,-0.25133642105743326,0.25133642105743326,Other,Story,2860,902,0.4234265734265734,0.7156449893733045,Fair
Story_Complexity_Gradient,-0.25047183562681874,0.25047183562681874,Other,Story,2860,1923,0.34544282851615227,0.3416135593366704,Good
Question_Inference_Chain_Depth,-0.24954693556910157,0.24954693556910157,Other,Question,2860,202,0.00822639078095452,0.030973403071544774,Fair
Story_Subordinate_Clauses.1,-0.24805957325152744,0.24805957325152744,Syntactic,Story,2860,2803,5.5412587412587415,3.1507607451785877,Good
Story_Subordinate_Clauses,-0.24805957325152744,0.24805957325152744,Syntactic,Story,2860,2803,5.5412587412587415,3.1507607451785877,Good
Story_Avg_Word_Length_Enhanced,-0.24785128110579255,0.24785128110579255,Other,Story,2860,2860,4.564934029565838,0.4236915838947871,Good
Question_POS_Diversity,-0.24768694476773234,0.24768694476773234,Other,Question,2860,2860,0.7174190007241085,0.16790063396083518,Good
Question_POS_Diversity.1,-0.24768694476773234,0.24768694476773234,Other,Question,2860,2860,0.7174190007241085,0.16790063396083518,Good
Question_Alpha_Char_Ratio,-0.24758621222452779,0.24758621222452779,Other,Question,2860,2860,0.8061462129983487,0.02279819007577689,Good
Story_Discourse_temporal_Count,-0.2468382162550927,0.2468382162550927,Network,Story,2860,1316,0.6874125874125874,0.8880196069720871,Good
Story_Working_Memory_Load,-0.24658163756777296,0.24658163756777296,Other,Story,2860,1519,0.07562221093328624,0.11344766047284274,Good
Question_Reading_Time,0.24648092393894144,0.24648092393894144,Other,Question,2860,2860,0.6875587727272727,0.29871436427099235,Good
Question_Readability_Composite,0.24448526928894943,0.24448526928894943,Other,Question,2860,2860,30.337831004212607,5.597609838530629,Good
Story_Temporal_Progression,-0.24188945464185183,0.24188945464185183,Other,Story,2860,1170,0.6087412587412587,0.872249380422791,Good
Story_Difficult_Words.1,-0.24018886935227507,0.24018886935227507,Other,Story,2860,2857,8.902097902097902,5.821183692143729,Good
Story_Difficult_Words,-0.24018886935227507,0.24018886935227507,Other,Story,2860,2857,8.902097902097902,5.821183692143729,Good
Question_Arc_Length_Variance,0.2400464591665561,0.2400464591665561,Syntactic,Question,2860,2860,4.179114744579118,3.489013266373414,Good
Story_Entity_Count.1,-0.23729155790367198,0.23729155790367198,Other,Story,2860,2825,6.031818181818182,3.860459758073601,Good
Story_Entity_Count_Enhanced,-0.23729155790367198,0.23729155790367198,Other,Story,2860,2825,6.031818181818182,3.860459758073601,Good
Story_TextBlob_Polarity,-0.23064496488467132,0.23064496488467132,Other,Story,2860,2184,0.10982174018940105,0.18095588902275078,Good
Story_MS_perceptual_verbs_visual_Count,0.2288799572962528,0.2288799572962528,Other,Story,2860,1595,0.7013986013986014,0.7426907221564953,Good
Question_Entity_Network_Density,-0.2234801185796934,0.2234801185796934,Network,Question,782,2758,0.8695652173913043,0.3369967005045851,Good
Story_Semantic_Mental_State_Depth,-0.21922570902673688,0.21922570902673688,Other,Story,2860,1008,0.6688811188811189,1.2913236468672458,Good
Story_Emotion_Joy_Count,-0.2181037049555907,0.2181037049555907,Other,Story,2860,208,0.07517482517482517,0.27284557051035074,Fair
Story_MS_perceptual_verbs_auditory_Count,-0.21766889099580886,0.21766889099580886,Other,Story,2860,338,0.13216783216783218,0.3796320817157603,Fair
Story_Alpha_Char_Ratio,0.2174993787824633,0.2174993787824633,Other,Story,2860,2860,0.7880220770039569,0.01843661067487856,Good
Question_SMOG_Index.1,-0.21614173935352346,0.21614173935352346,Readability,Question,2860,2860,6.379406399667385,3.6239684386568105,Good
Question_SMOG_Index,-0.21614173935352346,0.21614173935352346,Readability,Question,2860,2860,6.379406399667385,3.6239684386568105,Good
Story_MS_volitional_verbs_Total,-0.2159476880007478,0.2159476880007478,Other,Story,2860,754,0.3332167832167832,0.617298837154836,Fair
Story_Semantic_Coherence_Min,-0.21581677395776885,0.21581677395776885,Embedding,Story,2860,2133,0.2124312639881212,0.20940006364294048,Good
Question_Linsear_Write,0.21341684018051169,0.21341684018051169,Other,Question,2860,2860,4.8694347319347315,2.659389958658062,Good
Question_Linsear_Write_Formula,0.21341684018051169,0.21341684018051169,Other,Question,2860,2860,4.8694347319347315,2.659389958658062,Good
Story_Discourse_conditional_Count,-0.21108816225233643,0.21108816225233643,Network,Story,2860,562,0.1965034965034965,0.39742307170584795,Fair
Story_Complexity_Variance,-0.20983269635424018,0.20983269635424018,Other,Story,2860,1923,0.6811065211760211,0.9488736830605845,Good
Question_Syllable_Count,0.20959910988809866,0.20959910988809866,Other,Question,2860,2860,14.001748251748252,6.358118452411356,Good
Story_Entity_Network_Clustering,-0.2095671298678049,0.2095671298678049,Network,Story,2454,1188,0.3186634066829666,0.4660531630013327,Good
Question_Entity_Type_Diversity,0.20785632431144277,0.20785632431144277,Other,Question,2860,2149,0.8409090909090909,0.5693014184586092,Good
Question_Entity_Type_Diversity.1,0.20785632431144277,0.20785632431144277,Other,Question,2860,2149,0.8409090909090909,0.5693014184586092,Good
Question_Composite_Readability,0.2073849968471563,0.2073849968471563,Other,Question,2860,2860,24.730104751797604,3.849942047841763,Good
Story_POS_Diversity,0.20461202012483506,0.20461202012483506,Other,Story,2860,2860,0.18339752567605289,0.08333422140994955,Good
Story_POS_Diversity.1,0.20461202012483506,0.20461202012483506,Other,Story,2860,2860,0.18339752567605289,0.08333422140994955,Good
Question_Total_Clauses,0.20117658421801873,0.20117658421801873,Syntactic,Question,2860,1552,0.8076923076923077,0.8911030396217232,Good
Question_Complex_Dependencies,0.20117658421801873,0.20117658421801873,Other,Question,2860,1552,0.8076923076923077,0.8911030396217232,Good
Question_Clause_Count,0.20117658421801873,0.20117658421801873,Syntactic,Question,2860,1552,0.8076923076923077,0.8911030396217232,Good
Question_Clause_Ratio,0.20105298824418694,0.20105298824418694,Syntactic,Question,2860,1552,0.8068181818181818,0.8901774517347459,Good
Story_Perspective_Complexity,-0.2002519257594171,0.2002519257594171,Other,Story,2860,594,0.38076923076923075,0.8926935764910193,Fair
Story_Subject_Changes,-0.19819990493906078,0.19819990493906078,Other,Story,2860,532,0.322027972027972,0.7873635255445228,Fair
Story_Inference_Chain_Depth,-0.19736465891717028,0.19736465891717028,Other,Story,2860,1244,0.006554160600147329,0.009118293037113373,Good
Question_MS_Verb_Density,0.19648172177803236,0.19648172177803236,Other,Question,2860,1067,0.03875363431478764,0.05792244304169783,Good
Question_Flesch_Reading_Ease,0.19563315429769443,0.19563315429769443,Readability,Question,2860,2860,81.44253618991146,23.013782188095913,Good
Question_Flesch_Reading_Ease.2,0.19563315429769443,0.19563315429769443,Readability,Question,2860,2860,81.44253618991146,23.013782188095913,Good
Question_Flesch_Reading_Ease.1,0.19563315429769443,0.19563315429769443,Readability,Question,2860,2860,81.44253618991146,23.013782188095913,Good
Story_MS_emotional_verbs_Total,-0.1938662080922716,0.1938662080922716,Other,Story,2860,516,0.20944055944055945,0.475913401676665,Fair
Question_Entity_Density,-0.19197951831112842,0.19197951831112842,Other,Question,2860,2655,0.13195593669579425,0.0664670378480493,Good
Story_MS_volitional_verbs_intention_Count,-0.18626620312442357,0.18626620312442357,Other,Story,2860,548,0.20804195804195805,0.4446310373154224,Fair
Question_Semantic_Mental_State_Depth,0.18608145011322239,0.18608145011322239,Other,Question,2860,689,0.38076923076923075,0.898162265766124,Fair
Question_Coordinate_Clauses.1,0.18567643840974574,0.18567643840974574,Syntactic,Question,2860,138,0.04825174825174825,0.2143352043705126,Fair
Question_Coordinate_Clauses,0.18567643840974574,0.18567643840974574,Syntactic,Question,2860,138,0.04825174825174825,0.2143352043705126,Fair
Story_Function_Word_Count,-0.18513659456136888,0.18513659456136888,Surface,Story,2860,2860,19.232167832167832,9.505909146165472,Good
Question_Content_Word_Count,0.18467605999613745,0.18467605999613745,Surface,Question,2860,2860,3.634965034965035,1.9172185585439723,Good
Question_Discourse_contrast_Count,0.18261810777151302,0.18261810777151302,Network,Question,2860,141,0.05,0.22116895078623777,Fair
Story_MS_emotional_verbs_basic_Count,-0.1815143334226242,0.1815143334226242,Other,Story,2860,476,0.18951048951048952,0.4501312678952009,Fair
Question_MS_emotional_verbs_basic_Count,0.17994561804666115,0.17994561804666115,Other,Question,2860,256,0.08986013986013985,0.287251539037198,Fair
Story_Temporal_Complexity,-0.17929239703407726,0.17929239703407726,Other,Story,2860,1358,0.010075377296040335,0.012989309422392577,Good
Story_Temporal_Semantic_Complexity,-0.17771239665974997,0.17771239665974997,Other,Story,2860,1300,0.791958041958042,1.1204504657626386,Good
Question_Discourse_Connected_Components,-0.17640286597620822,0.17640286597620822,Network,Question,82,2860,2.024390243902439,0.1552067323932396,Good
Question_MS_emotional_verbs_Total,0.1754939482574011,0.1754939482574011,Other,Question,2860,258,0.09125874125874125,0.29164743465188175,Fair
Question_Contradiction_Resolution,0.17236052971484317,0.17236052971484317,Other,Question,2860,138,0.003349908694796978,0.016174704187900568,Fair
Story_Discourse_causal_Count,-0.17009048623341302,0.17009048623341302,Network,Story,2860,1764,0.6965034965034965,0.6147780846590639,Good
Question_Sentiment_Positive,-0.16918898484565947,0.16918898484565947,Other,Question,2860,914,0.07523181818181818,0.12241292070912758,Fair
Question_Coleman_Liau,-0.1684651934864234,0.1684651934864234,Other,Question,2860,2860,6.248782275312102,4.188510633265812,Good
Question_Coleman_Liau_Index,-0.1684651934864234,0.1684651934864234,Other,Question,2860,2860,6.248782275312102,4.188510633265813,Good
Question_Emotional_Transitions,0.16709232016095524,0.16709232016095524,Other,Question,2860,211,0.00809622151605965,0.032082064663117686,Fair
Question_Verb_Argument_Complexity,-0.16658797657812535,0.16658797657812535,Other,Question,2860,2297,1.1731876456876458,0.7315768802998992,Good
Story_Dep_Label_Diversity,0.1572774091164335,0.1572774091164335,Syntactic,Story,2860,2860,0.2838506372723787,0.10886167913174406,Good
Story_Causal_Chain_Depth,-0.15641004651447094,0.15641004651447094,Other,Story,2860,488,0.2153846153846154,0.5353286859507679,Fair
Question_Entity_Network_Nodes,-0.15552132702853258,0.15552132702853258,Network,Question,782,2860,1.9168797953964194,0.41667728203411614,Good
Story_Recursive_MS_Chains,-0.15508851163246115,0.15508851163246115,Other,Story,2860,344,0.12797202797202797,0.3603087546225539,Fair
Question_Difficult_Words.1,0.15054020831322382,0.15054020831322382,Other,Question,2860,2196,1.382867132867133,1.1866342763210325,Good
Question_Difficult_Words,0.15054020831322382,0.15054020831322382,Other,Question,2860,2196,1.382867132867133,1.1866342763210325,Good
Story_Temporal_MS_Complexity,-0.14956033628451404,0.14956033628451404,Other,Story,2860,1193,2.7846153846153845,6.349099218577884,Good
Story_Discourse_Avg_Path_Length,-0.1491245779778341,0.1491245779778341,Network,Story,674,2860,1.3009608591210966,0.32433080839362105,Good
Story_False_Belief_Score,-0.1478840153244257,0.1478840153244257,Other,Story,2860,539,0.21433566433566434,0.4759380706942288,Fair
Story_MS_Contradictions,-0.1478840153244257,0.1478840153244257,Other,Story,2860,539,0.21433566433566434,0.4759380706942288,Fair
Question_Question_yes_no_questions_Count,-0.14741673170423072,0.14741673170423072,Other,Question,2860,2751,0.9618881118881119,0.1914998552011962,Good
Story_Emotional_Transitions,-0.14572835966245834,0.14572835966245834,Other,Story,2860,1319,0.009330303933364793,0.012389931176893184,Good
Story_Discourse_Connected_Components,-0.14301784102627021,0.14301784102627021,Network,Story,1459,2860,2.71418779986292,0.9735234017810714,Good
Question_Total_Clauses_Enhanced,0.14008545926933408,0.14008545926933408,Syntactic,Question,2860,1438,0.740909090909091,0.8809939131733494,Good
Question_Avg_Clauses_Per_Sentence,0.1398359512445216,0.1398359512445216,Syntactic,Question,2860,1438,0.7402680652680652,0.8806782125823251,Good
Story_Tense_Variety,-0.1387053625271834,0.1387053625271834,Other,Story,2860,2860,1.2111888111888112,0.42087948941554326,Good
Story_Entity_Network_Nodes,-0.13768635286574998,0.13768635286574998,Network,Story,2454,2860,2.3007334963325183,0.881031406396452,Good
Question_Subordinate_Clauses,0.13685656801091284,0.13685656801091284,Syntactic,Question,2860,1427,0.7342657342657343,0.8784151278158756,Good
