Metric,Subject,Correlation,P_Value,Significant,N_Points,Abs_Correlation
Q_Avg_Dependency_Depth,Human,0.19072886579890044,0.7173758209831888,False,6,0.19072886579890044
Q_Avg_Dependency_Depth,Llama 3.1 70B,0.30464936138196475,0.5571633994177877,False,6,0.30464936138196475
Q_Avg_Dependency_Depth,Qwen 2.5 32B,0.2735526904707932,0.5999060851690079,False,6,0.2735526904707932
Q_Avg_Dependency_Depth,OLMo 13B,0.04014098705879185,0.9398208589747955,False,6,0.04014098705879185
Q_Avg_Dependency_Depth,Mistral 7B,-0.18534628067344516,0.7251642019697762,False,6,0.18534628067344516
Q_Avg_Dependency_Depth,Phi-3 Mini,0.02262309861697651,0.9660711413774031,False,6,0.02262309861697651
Q_Avg_Dependency_Depth,InternLM 1.8B,-0.3638253661712066,0.47834153196620544,False,6,0.3638253661712066
Q_Unique_Dependency_Types,Human,0.2094044974379814,0.6904844729493007,False,6,0.2094044974379814
Q_Unique_Dependency_Types,Llama 3.1 70B,-0.35565562023295055,0.48901017298994204,False,6,0.35565562023295055
Q_Unique_Dependency_Types,Qwen 2.5 32B,-0.4541962311460267,0.3655546810761169,False,6,0.4541962311460267
Q_Unique_Dependency_Types,OLMo 13B,-0.48607455262564725,0.32831021666153776,False,6,0.48607455262564725
Q_Unique_Dependency_Types,Mistral 7B,-0.7516582509968351,0.08485236858416771,False,6,0.7516582509968351
Q_Unique_Dependency_Types,Phi-3 Mini,-0.622357860704497,0.18699192832134376,False,6,0.622357860704497
Q_Unique_Dependency_Types,InternLM 1.8B,-0.7640235152077137,0.0769571884211563,False,6,0.7640235152077137
Q_Clause_Count,Human,-0.3702896025804706,0.4699516125789966,False,6,0.3702896025804706
Q_Clause_Count,Llama 3.1 70B,-0.12674388526207492,0.8109021797823771,False,6,0.12674388526207492
Q_Clause_Count,Qwen 2.5 32B,-0.3574083952685485,0.4867152172983819,False,6,0.3574083952685485
Q_Clause_Count,OLMo 13B,-0.2221918717968789,0.6721969128819935,False,6,0.2221918717968789
Q_Clause_Count,Mistral 7B,-0.5602331695412127,0.24756797431585512,False,6,0.5602331695412127
Q_Clause_Count,Phi-3 Mini,-0.4432099929154619,0.3787160097834098,False,6,0.4432099929154619
Q_Clause_Count,InternLM 1.8B,-0.40490371658617563,0.42583580392168746,False,6,0.40490371658617563
Q_Lexical_Diversity,Human,-0.11985819898064526,0.8210736422449436,False,6,0.11985819898064526
Q_Lexical_Diversity,Llama 3.1 70B,-0.5901415122937098,0.21755113992778333,False,6,0.5901415122937098
Q_Lexical_Diversity,Qwen 2.5 32B,-0.5734981803262245,0.2340645519588132,False,6,0.5734981803262245
Q_Lexical_Diversity,OLMo 13B,-0.25502521384239424,0.6257553262747388,False,6,0.25502521384239424
Q_Lexical_Diversity,Mistral 7B,-0.20162412456336343,0.701662054104978,False,6,0.20162412456336343
Q_Lexical_Diversity,Phi-3 Mini,-0.3744691903790132,0.46455159269162843,False,6,0.3744691903790132
Q_Lexical_Diversity,InternLM 1.8B,-0.10946303203199445,0.8364612534811845,False,6,0.10946303203199445
Q_Entity_Count,Human,0.2961068652610773,0.5688209198396276,False,6,0.2961068652610773
Q_Entity_Count,Llama 3.1 70B,0.25474475682638176,0.6261486813905885,False,6,0.25474475682638176
Q_Entity_Count,Qwen 2.5 32B,0.4008626563391956,0.4309134998391735,False,6,0.4008626563391956
Q_Entity_Count,OLMo 13B,0.06187113903162167,0.9073117139834327,False,6,0.06187113903162167
Q_Entity_Count,Mistral 7B,0.1803827244611862,0.7323605532941283,False,6,0.1803827244611862
Q_Entity_Count,Phi-3 Mini,0.2478818951614638,0.6357927625659325,False,6,0.2478818951614638
Q_Entity_Count,InternLM 1.8B,-0.1997052603804746,0.7044244511007475,False,6,0.1997052603804746
Q_Entity_Type_Count,Human,0.13792100022748377,0.7944302802429057,False,6,0.13792100022748377
Q_Entity_Type_Count,Llama 3.1 70B,0.04316914722032014,0.9352865036471505,False,6,0.04316914722032014
Q_Entity_Type_Count,Qwen 2.5 32B,0.16801685738512728,0.7503462436681794,False,6,0.16801685738512728
Q_Entity_Type_Count,OLMo 13B,-0.03347113617111991,0.9498120448840244,False,6,0.03347113617111991
Q_Entity_Type_Count,Mistral 7B,0.0032134277450619475,0.9951798749735239,False,6,0.0032134277450619475
Q_Entity_Type_Count,Phi-3 Mini,0.04566638044612836,0.9315480460836156,False,6,0.04566638044612836
Q_Entity_Type_Count,InternLM 1.8B,-0.4213733848666494,0.40534850992814586,False,6,0.4213733848666494
Q_Content_Word_Ratio,Human,0.09793662052761437,0.8535647527542647,False,6,0.09793662052761437
Q_Content_Word_Ratio,Llama 3.1 70B,-0.6842524942837184,0.133805272441827,False,6,0.6842524942837184
Q_Content_Word_Ratio,Qwen 2.5 32B,-0.8001185415024868,0.05593600445199542,False,6,0.8001185415024868
Q_Content_Word_Ratio,OLMo 13B,-0.5968693084255461,0.21101426967592302,False,6,0.5968693084255461
Q_Content_Word_Ratio,Mistral 7B,-0.7674576549734496,0.07482644013777663,False,6,0.7674576549734496
Q_Content_Word_Ratio,Phi-3 Mini,-0.7809213915212353,0.06673576829747223,False,6,0.7809213915212353
Q_Content_Word_Ratio,InternLM 1.8B,-0.5545521641557472,0.25344194123123737,False,6,0.5545521641557472
Q_Mental_State_Verbs,Human,0.46588177268512365,0.3517361880857152,False,6,0.46588177268512365
Q_Mental_State_Verbs,Llama 3.1 70B,-0.07375185137709778,0.8895728034690535,False,6,0.07375185137709778
Q_Mental_State_Verbs,Qwen 2.5 32B,-0.14109303060985567,0.7897648407284187,False,6,0.14109303060985567
Q_Mental_State_Verbs,OLMo 13B,-0.3603392617618046,0.48288512201652534,False,6,0.3603392617618046
Q_Mental_State_Verbs,Mistral 7B,-0.5409787178206469,0.2676927908022756,False,6,0.5409787178206469
Q_Mental_State_Verbs,Phi-3 Mini,-0.3651802417741102,0.476579236693982,False,6,0.3651802417741102
Q_Mental_State_Verbs,InternLM 1.8B,-0.5008395776433503,0.31155600411510054,False,6,0.5008395776433503
Q_Perspective_Markers,Human,0.5384727549546335,0.27035673811079125,False,6,0.5384727549546335
Q_Perspective_Markers,Llama 3.1 70B,0.16569334819626577,0.7537344739603247,False,6,0.16569334819626577
Q_Perspective_Markers,Qwen 2.5 32B,0.3031373085948389,0.5592220184251953,False,6,0.3031373085948389
Q_Perspective_Markers,OLMo 13B,-0.09951810382345727,0.851215650599801,False,6,0.09951810382345727
Q_Perspective_Markers,Mistral 7B,0.06179784449679576,0.9074212354226611,False,6,0.06179784449679576
Q_Perspective_Markers,Phi-3 Mini,0.13617478103940914,0.7970004118005892,False,6,0.13617478103940914
Q_Perspective_Markers,InternLM 1.8B,-0.1914289319173775,0.7163640621723206,False,6,0.1914289319173775
Q_Question_Word_Count,Human,-0.3143305319868018,0.5440327091929157,False,6,0.3143305319868018
Q_Question_Word_Count,Llama 3.1 70B,0.08096199563209984,0.8788223532073223,False,6,0.08096199563209984
Q_Question_Word_Count,Qwen 2.5 32B,0.06825768905803886,0.8977724765259764,False,6,0.06825768905803886
Q_Question_Word_Count,OLMo 13B,0.07472556639846412,0.8881202808312593,False,6,0.07472556639846412
Q_Question_Word_Count,Mistral 7B,-0.10310214090590851,0.8458947791728383,False,6,0.10310214090590851
Q_Question_Word_Count,Phi-3 Mini,-0.03006164335900398,0.9549211183511415,False,6,0.03006164335900398
Q_Question_Word_Count,InternLM 1.8B,-0.42188395413908714,0.4047188024483301,False,6,0.42188395413908714
Q_Second_Person_Count,Human,0.37069895770783523,0.4694218657150281,False,6,0.37069895770783523
Q_Second_Person_Count,Llama 3.1 70B,0.3066257993798888,0.5544756848346214,False,6,0.3066257993798888
Q_Second_Person_Count,Qwen 2.5 32B,0.2822279539257611,0.587898166809615,False,6,0.2822279539257611
Q_Second_Person_Count,OLMo 13B,-0.026878078972393034,0.9596925903218825,False,6,0.026878078972393034
Q_Second_Person_Count,Mistral 7B,-0.16004194090948584,0.7619866995889021,False,6,0.16004194090948584
Q_Second_Person_Count,Phi-3 Mini,0.03798911550852696,0.9430437391681532,False,6,0.03798911550852696
Q_Second_Person_Count,InternLM 1.8B,-0.22847011366468326,0.6632577387223871,False,6,0.22847011366468326
Q_Third_Person_Count,Human,0.20592125927886656,0.6954840088354242,False,6,0.20592125927886656
Q_Third_Person_Count,Llama 3.1 70B,-0.6283743220230114,0.18149666490698463,False,6,0.6283743220230114
Q_Third_Person_Count,Qwen 2.5 32B,-0.5336421686679105,0.2755204449108784,False,6,0.5336421686679105
Q_Third_Person_Count,OLMo 13B,-0.5262079774629639,0.28354016949676597,False,6,0.5262079774629639
Q_Third_Person_Count,Mistral 7B,-0.43420502658177945,0.389623666477267,False,6,0.43420502658177945
Q_Third_Person_Count,Phi-3 Mini,-0.519617188482063,0.29072306320201413,False,6,0.519617188482063
Q_Third_Person_Count,InternLM 1.8B,-0.6612729677110294,0.15267191080955614,False,6,0.6612729677110294
Q_Logical_Operators,Human,0.08175487299415174,0.8776409095411585,False,6,0.08175487299415174
Q_Logical_Operators,Llama 3.1 70B,0.1997190885980498,0.7044045360810895,False,6,0.1997190885980498
Q_Logical_Operators,Qwen 2.5 32B,0.054221456643167076,0.9187475196645236,False,6,0.054221456643167076
Q_Logical_Operators,OLMo 13B,-0.006558112847011077,0.9901629717579099,False,6,0.006558112847011077
Q_Logical_Operators,Mistral 7B,-0.1800835273062306,0.7327947703517671,False,6,0.1800835273062306
Q_Logical_Operators,Phi-3 Mini,-0.0478790468452599,0.9282363087704586,False,6,0.0478790468452599
Q_Logical_Operators,InternLM 1.8B,0.09406778847012787,0.8593145084112812,False,6,0.09406778847012787
Q_Temporal_References,Human,0.15601798470248146,0.7678718875355474,False,6,0.15601798470248146
Q_Temporal_References,Llama 3.1 70B,-0.26579144700966745,0.6107012602721331,False,6,0.26579144700966745
Q_Temporal_References,Qwen 2.5 32B,-0.4083989312608906,0.4214599680779719,False,6,0.4083989312608906
Q_Temporal_References,OLMo 13B,-0.4419762294266674,0.380204134363181,False,6,0.4419762294266674
Q_Temporal_References,Mistral 7B,-0.731865589550402,0.09820518899271825,False,6,0.731865589550402
Q_Temporal_References,Phi-3 Mini,-0.5816146314009283,0.22595106612828386,False,6,0.5816146314009283
Q_Temporal_References,InternLM 1.8B,-0.6558498060553499,0.15727857032052314,False,6,0.6558498060553499
Q_Negation_Count,Human,0.33715662436241384,0.5134281338671399,False,6,0.33715662436241384
Q_Negation_Count,Llama 3.1 70B,-0.209094267329192,0.6909294428293047,False,6,0.209094267329192
Q_Negation_Count,Qwen 2.5 32B,0.012515188125238774,0.9812281979386857,False,6,0.012515188125238774
Q_Negation_Count,OLMo 13B,-0.05355594152602039,0.9197428933276448,False,6,0.05355594152602039
Q_Negation_Count,Mistral 7B,0.30758033281969666,0.553178921140101,False,6,0.30758033281969666
Q_Negation_Count,Phi-3 Mini,0.1379093831242789,0.7944473744513014,False,6,0.1379093831242789
Q_Negation_Count,InternLM 1.8B,0.14639673045117335,0.7819736918834237,False,6,0.14639673045117335
Q_Conditional_Count,Human,-0.21321121681312938,0.6850293615821168,False,6,0.21321121681312938
Q_Conditional_Count,Llama 3.1 70B,0.2676677208563687,0.6080870806558759,False,6,0.2676677208563687
Q_Conditional_Count,Qwen 2.5 32B,0.24806898444639203,0.6355293853299563,False,6,0.24806898444639203
Q_Conditional_Count,OLMo 13B,0.4216106906289945,0.4050557893105776,False,6,0.4216106906289945
Q_Conditional_Count,Mistral 7B,0.5244525650454425,0.28544662071274296,False,6,0.5244525650454425
Q_Conditional_Count,Phi-3 Mini,0.4299559976983509,0.3948073006629193,False,6,0.4299559976983509
Q_Conditional_Count,InternLM 1.8B,0.8223494076555635,0.04453629681317637,True,6,0.8223494076555635
Q_Syntactic_Complexity,Human,0.14057368602972253,0.7905284065333832,False,6,0.14057368602972253
Q_Syntactic_Complexity,Llama 3.1 70B,-0.15248921464875564,0.7730390908757375,False,6,0.15248921464875564
Q_Syntactic_Complexity,Qwen 2.5 32B,-0.2614337994508018,0.6167834913164347,False,6,0.2614337994508018
Q_Syntactic_Complexity,OLMo 13B,-0.3360076470356258,0.5149563524556349,False,6,0.3360076470356258
Q_Syntactic_Complexity,Mistral 7B,-0.6313337596277998,0.1788185966134669,False,6,0.6313337596277998
Q_Syntactic_Complexity,Phi-3 Mini,-0.46342228872805,0.3546289027127292,False,6,0.46342228872805
Q_Syntactic_Complexity,InternLM 1.8B,-0.6720676757976634,0.14367655688143166,False,6,0.6720676757976634
Q_Semantic_Complexity,Human,0.35107654357006796,0.4950211085964065,False,6,0.35107654357006796
Q_Semantic_Complexity,Llama 3.1 70B,0.08667881658015614,0.8703073935194641,False,6,0.08667881658015614
Q_Semantic_Complexity,Qwen 2.5 32B,0.24136778014502497,0.6449791807625388,False,6,0.24136778014502497
Q_Semantic_Complexity,OLMo 13B,-0.075066513873503,0.8876117283984112,False,6,0.075066513873503
Q_Semantic_Complexity,Mistral 7B,0.042514398429688766,0.9362668241919302,False,6,0.042514398429688766
Q_Semantic_Complexity,Phi-3 Mini,0.09374035867888847,0.8598013221921653,False,6,0.09374035867888847
Q_Semantic_Complexity,InternLM 1.8B,-0.35539349475158055,0.4893536631184939,False,6,0.35539349475158055
Q_ToM_Complexity,Human,0.5847577109617021,0.22283992151387866,False,6,0.5847577109617021
Q_ToM_Complexity,Llama 3.1 70B,-0.3838772368416622,0.4524685521709445,False,6,0.3838772368416622
Q_ToM_Complexity,Qwen 2.5 32B,-0.40026601012879226,0.43166486970396656,False,6,0.40026601012879226
Q_ToM_Complexity,OLMo 13B,-0.6272939513385924,0.18247843696464516,False,6,0.6272939513385924
Q_ToM_Complexity,Mistral 7B,-0.7579983564200024,0.08076080486022126,False,6,0.7579983564200024
Q_ToM_Complexity,Phi-3 Mini,-0.6224563889398552,0.18690138934103503,False,6,0.6224563889398552
Q_ToM_Complexity,InternLM 1.8B,-0.8382422403086788,0.0371321170103024,True,6,0.8382422403086788
Q_Reasoning_Complexity,Human,0.08569654074847091,0.8717698621656745,False,6,0.08569654074847091
Q_Reasoning_Complexity,Llama 3.1 70B,-0.02855988156453715,0.9571718253272958,False,6,0.02855988156453715
Q_Reasoning_Complexity,Qwen 2.5 32B,-0.19971660295643895,0.7044081158255128,False,6,0.19971660295643895
Q_Reasoning_Complexity,OLMo 13B,-0.1994692821050861,0.7047643181923798,False,6,0.1994692821050861
Q_Reasoning_Complexity,Mistral 7B,-0.4534317886039115,0.36646519268274486,False,6,0.4534317886039115
Q_Reasoning_Complexity,Phi-3 Mini,-0.3156922036296258,0.54219288447554,False,6,0.3156922036296258
Q_Reasoning_Complexity,InternLM 1.8B,-0.19418811190469842,0.7123791541131003,False,6,0.19418811190469842
Question_Complexity_Score,Human,0.2615454730737479,0.6166274347146659,False,6,0.2615454730737479
Question_Complexity_Score,Llama 3.1 70B,-0.1665304023495623,0.7525135382513178,False,6,0.1665304023495623
Question_Complexity_Score,Qwen 2.5 32B,-0.2572731026670976,0.6226047284991703,False,6,0.2572731026670976
Question_Complexity_Score,OLMo 13B,-0.39091135168029406,0.4435008836225879,False,6,0.39091135168029406
Question_Complexity_Score,Mistral 7B,-0.6530442932305927,0.15968443112407166,False,6,0.6530442932305927
Question_Complexity_Score,Phi-3 Mini,-0.4789972902930266,0.3364542514889191,False,6,0.4789972902930266
Question_Complexity_Score,InternLM 1.8B,-0.7007296263250277,0.12094239502786659,False,6,0.7007296263250277
Idea_Density,Human,-0.5363860115702695,0.27258277984345847,False,6,0.5363860115702695
Idea_Density,Llama 3.1 70B,-0.03859074826039108,0.9421426131652859,False,6,0.03859074826039108
Idea_Density,Qwen 2.5 32B,-0.027389573700619035,0.9589259131240658,False,6,0.027389573700619035
Idea_Density,OLMo 13B,0.3149256036098402,0.5432284617275172,False,6,0.3149256036098402
Idea_Density,Mistral 7B,0.39629878101649657,0.43667172998085246,False,6,0.39629878101649657
Idea_Density,Phi-3 Mini,0.22139055100458543,0.6733397669390535,False,6,0.22139055100458543
Idea_Density,InternLM 1.8B,0.4635172615983514,0.35451704426915276,False,6,0.4635172615983514
Word_Count,Human,-0.7481624924604666,0.08714715970890992,False,6,0.7481624924604666
Word_Count,Llama 3.1 70B,0.4532884323994473,0.3666360298290269,False,6,0.4532884323994473
Word_Count,Qwen 2.5 32B,0.29718392353150713,0.5673475018423502,False,6,0.29718392353150713
Word_Count,OLMo 13B,0.5145459030653642,0.29629608535851226,False,6,0.5145459030653642
Word_Count,Mistral 7B,0.44206731856261106,0.3800941965963108,False,6,0.44206731856261106
Word_Count,Phi-3 Mini,0.4230864102527766,0.4032370648089775,False,6,0.4230864102527766
Word_Count,InternLM 1.8B,0.6935454003256936,0.12648137924534358,False,6,0.6935454003256936
rel_attribution,Human,-0.2998735183735998,0.5636726546179452,False,6,0.2998735183735998
rel_attribution,Llama 3.1 70B,0.01969070137425483,0.9704677652146168,False,6,0.01969070137425483
rel_attribution,Qwen 2.5 32B,-0.0460431535071758,0.930984074837002,False,6,0.0460431535071758
rel_attribution,OLMo 13B,0.19705661257909982,0.7082410641948873,False,6,0.19705661257909982
rel_attribution,Mistral 7B,0.2881671462254657,0.5797140243980798,False,6,0.2881671462254657
rel_attribution,Phi-3 Mini,0.16479666877166033,0.7550427660318073,False,6,0.16479666877166033
rel_attribution,InternLM 1.8B,0.6403776682623626,0.17073767394176934,False,6,0.6403776682623626
rel_causal,Human,-0.9233672157027122,0.008583859226471566,True,6,0.9233672157027122
rel_causal,Llama 3.1 70B,0.7329601690850784,0.09744406554803851,False,6,0.7329601690850784
rel_causal,Qwen 2.5 32B,0.6057456464801241,0.20251398542615154,False,6,0.6057456464801241
rel_causal,OLMo 13B,0.7214769143357156,0.10555943447268937,False,6,0.7214769143357156
rel_causal,Mistral 7B,0.5402339839609741,0.26848341299575407,False,6,0.5402339839609741
rel_causal,Phi-3 Mini,0.610630774342056,0.1978967693682072,False,6,0.610630774342056
rel_causal,InternLM 1.8B,0.46477515089123067,0.3530366944232472,False,6,0.46477515089123067
rel_explanation,Human,-0.2554120759552826,0.6252128314115727,False,6,0.2554120759552826
rel_explanation,Llama 3.1 70B,0.3992939492433625,0.43288992288197997,False,6,0.3992939492433625
rel_explanation,Qwen 2.5 32B,0.34169820121368966,0.5074006395011844,False,6,0.34169820121368966
rel_explanation,OLMo 13B,0.4393412349566112,0.3833891284746528,False,6,0.4393412349566112
rel_explanation,Mistral 7B,0.5060860610313328,0.30568107415818146,False,6,0.5060860610313328
rel_explanation,Phi-3 Mini,0.4652439886623797,0.3524855057089785,False,6,0.4652439886623797
rel_explanation,InternLM 1.8B,0.8021150481782425,0.05486324682906335,False,6,0.8021150481782425
num_edus,Human,-0.6907403279987256,0.12867328071362277,False,6,0.6907403279987256
num_edus,Llama 3.1 70B,0.38179815757869245,0.4551300904918475,False,6,0.38179815757869245
num_edus,Qwen 2.5 32B,0.219994103953394,0.6753324160283973,False,6,0.219994103953394
num_edus,OLMo 13B,0.44923808890462363,0.3714743277699451,False,6,0.44923808890462363
num_edus,Mistral 7B,0.3755064195160259,0.46321452541671954,False,6,0.3755064195160259
num_edus,Phi-3 Mini,0.3515790958586231,0.4943603261553182,False,6,0.3515790958586231
num_edus,InternLM 1.8B,0.6691107526782867,0.14611739066150653,False,6,0.6691107526782867
tree_depth,Human,-0.605862187051039,0.20240332987204554,False,6,0.605862187051039
tree_depth,Llama 3.1 70B,0.1614561640462789,0.7599201810730891,False,6,0.1614561640462789
tree_depth,Qwen 2.5 32B,0.004689297848467361,0.99296610478499,False,6,0.004689297848467361
tree_depth,OLMo 13B,0.27924770625368,0.5920162083593039,False,6,0.27924770625368
tree_depth,Mistral 7B,0.23201341838384587,0.6582245398335291,False,6,0.23201341838384587
tree_depth,Phi-3 Mini,0.17030894812354055,0.7470064950700697,False,6,0.17030894812354055
tree_depth,InternLM 1.8B,0.5733027294949886,0.23426133534893306,False,6,0.5733027294949886
RST_tree_depth,Human,0.43891861307529545,0.3839008167943062,False,6,0.43891861307529545
RST_tree_depth,Llama 3.1 70B,-0.1427253168938924,0.7873657188407421,False,6,0.1427253168938924
RST_tree_depth,Qwen 2.5 32B,-0.1488402583236248,0.7783882730782286,False,6,0.1488402583236248
RST_tree_depth,OLMo 13B,-0.46566956421146094,0.3519854438159042,False,6,0.46566956421146094
RST_tree_depth,Mistral 7B,-0.558621016112683,0.24922939784035772,False,6,0.558621016112683
RST_tree_depth,Phi-3 Mini,-0.40128671953080464,0.4303797278446536,False,6,0.40128671953080464
RST_tree_depth,InternLM 1.8B,-0.7462926184106644,0.088385906452648,False,6,0.7462926184106644
Volition_MSVD,Human,-0.15930173034933004,0.7630687077705091,False,6,0.15930173034933004
Volition_MSVD,Llama 3.1 70B,0.014995074132971409,0.9775090746386087,False,6,0.014995074132971409
Volition_MSVD,Qwen 2.5 32B,-0.022319503941155394,0.9665263034331674,False,6,0.022319503941155394
Volition_MSVD,OLMo 13B,0.009296074782207328,0.9860562894961659,False,6,0.009296074782207328
Volition_MSVD,Mistral 7B,-0.24905939453693948,0.6341355577933228,False,6,0.24905939453693948
Volition_MSVD,Phi-3 Mini,-0.14440407939099445,0.7848994767003883,False,6,0.14440407939099445
Volition_MSVD,InternLM 1.8B,-0.4733995395600075,0.3429467953300145,False,6,0.4733995395600075
Cognition_MSVD,Human,0.36742416429811686,0.4736649795321063,False,6,0.36742416429811686
Cognition_MSVD,Llama 3.1 70B,-0.6114178047572834,0.19715698132021894,False,6,0.6114178047572834
Cognition_MSVD,Qwen 2.5 32B,-0.668527308920979,0.14660107814658171,False,6,0.668527308920979
Cognition_MSVD,OLMo 13B,-0.7501009247600119,0.08587127958578927,False,6,0.7501009247600119
Cognition_MSVD,Mistral 7B,-0.9076261539044934,0.01240528150055679,True,6,0.9076261539044934
Cognition_MSVD,Phi-3 Mini,-0.8242256545410407,0.04362951415775585,True,6,0.8242256545410407
Cognition_MSVD,InternLM 1.8B,-0.9585689499932156,0.0025392389974067866,True,6,0.9585689499932156
Emotion_MSVD,Human,0.18662351653645554,0.7233146185512936,False,6,0.18662351653645554
Emotion_MSVD,Llama 3.1 70B,-0.28118018805233447,0.5893450938527738,False,6,0.28118018805233447
Emotion_MSVD,Qwen 2.5 32B,-0.31690912698093177,0.5405501223466413,False,6,0.31690912698093177
Emotion_MSVD,OLMo 13B,-0.4291885376074662,0.39574605894100245,False,6,0.4291885376074662
Emotion_MSVD,Mistral 7B,-0.6335544245919524,0.17681995131387337,False,6,0.6335544245919524
Emotion_MSVD,Phi-3 Mini,-0.5090185666587166,0.3024154801778831,False,6,0.5090185666587166
Emotion_MSVD,InternLM 1.8B,-0.8363569876278947,0.037977452228651634,True,6,0.8363569876278947
Overall_MSVD,Human,0.23400514368122682,0.6553991589585605,False,6,0.23400514368122682
Overall_MSVD,Llama 3.1 70B,-0.4438958260428038,0.3778896555069643,False,6,0.4438958260428038
Overall_MSVD,Qwen 2.5 32B,-0.4965250375083031,0.3164183683456788,False,6,0.4965250375083031
Overall_MSVD,OLMo 13B,-0.5631887219976216,0.2445334491189302,False,6,0.5631887219976216
Overall_MSVD,Mistral 7B,-0.7664054800737172,0.07547639363374814,False,6,0.7664054800737172
Overall_MSVD,Phi-3 Mini,-0.663366578140375,0.15090909453439308,False,6,0.663366578140375
Overall_MSVD,InternLM 1.8B,-0.8926704125966735,0.01666126137630926,True,6,0.8926704125966735
INDEX.1,Human,-0.463706867173312,0.3542937655449465,False,6,0.463706867173312
INDEX.1,Llama 3.1 70B,0.5933317272550263,0.2144414128551902,False,6,0.5933317272550263
INDEX.1,Qwen 2.5 32B,0.4889177585049146,0.32505895320067757,False,6,0.4889177585049146
INDEX.1,OLMo 13B,0.6516496167529964,0.16088617493676063,False,6,0.6516496167529964
INDEX.1,Mistral 7B,0.5648645434477498,0.24281940120062906,False,6,0.5648645434477498
INDEX.1,Phi-3 Mini,0.5804871146986174,0.2270713325210224,False,6,0.5804871146986174
INDEX.1,InternLM 1.8B,0.8321155687056828,0.03991184675827629,True,6,0.8321155687056828
Story_MS_Embedding_Max_Depth,Human,-0.32175365272221657,0.5340243608142877,False,6,0.32175365272221657
